,gid,word,simple,complex
13665,cwig9,ज़िल्लत,0,4
13666,cwig9,जिस्म,0,1
13667,cwig9,जिहनी,1,1
13668,cwig9,ज़िहनी,1,1
13669,cwig9,जीनत,0,2
13670,cwig9,ज़ीनत,0,2
13671,cwig9,जुगत,0,1
13672,cwig9,जुदा,0,4
13673,cwig9,ज़ेब,0,2
13674,cwig9,जेर,1,0
13675,cwig9,जेहनी,1,1
13676,cwig9,ज़ेहनी,1,1
13677,cwig9,जोग,1,0
13678,cwig9,झर,0,1
13679,cwig9,झरना,0,1
13680,cwig9,झरी,1,0
13681,cwig9,टाफी,0,1
13682,cwig9,टूरिज्म,0,3
13683,cwig9,टॉफी,0,1
13684,cwig9,टॉफ़ी,0,1
13685,cwig9,टोह,2,0
13686,cwig9,ट्राय,0,1
13687,cwig9,ठसक,2,2
13688,cwig9,ढंग,0,1
13689,cwig9,ढब,1,0
13690,cwig9,ढर्रा,1,0
13691,cwig9,तड़कना,0,1
13692,cwig9,तड़ाग,1,3
13693,cwig9,तदबीर,0,1
13694,cwig9,तन,0,1
13695,cwig9,तनु,0,1
13696,cwig9,तमकना,1,0
13697,cwig9,तमना,1,0
13698,cwig9,तरकीब,0,1
13699,cwig9,तरंग,0,3
13700,cwig9,तरीकत,0,1
13701,cwig9,तरीक़त,0,1
13702,cwig9,तरीका,0,1
13703,cwig9,तरीक़ा,0,1
13704,cwig9,तरुण,0,1
13705,cwig9,तर्ज,1,0
13706,cwig9,तलाब,1,3
13707,cwig9,तलुन,1,0
13708,cwig9,ताँता,1,0
13709,cwig9,तार,1,1
13710,cwig9,ताल,0,4
13711,cwig9,तालाब,0,4
13712,cwig9,तिक्त,0,1
13713,cwig9,तिरस्कार,0,4
13714,cwig9,तिरस्क्रिया,2,2
13715,cwig9,तोयाधार,3,1
13716,cwig9,तोहीनी,2,2
13717,cwig9,तौर,0,1
13718,cwig9,तौहीन,2,2
13719,cwig9,त्वचा,0,2
13720,cwig9,त्विषि,1,0
13721,cwig9,दंभ,0,4
13722,cwig9,दम्भ,1,3
13723,cwig9,दर्प,3,1
13724,cwig9,दाप,2,2
13725,cwig9,दिग्गज,0,2
13726,cwig9,दिमाग़ी,0,2
13727,cwig9,दिहात,2,2
13728,cwig9,दीप्ति,0,3
13729,cwig9,दुबारा,0,3
13730,cwig9,दुहिन,0,1
13731,cwig9,देर,0,3
13732,cwig9,देरी,0,3
13733,cwig9,देह,0,1
13734,cwig9,देहात,0,3
13735,cwig9,दोबारा,0,3
13736,cwig9,द्युति,1,2
13737,cwig9,द्युत्,0,1
13738,cwig9,धातृ,2,0
13739,cwig9,धाम,1,3
13740,cwig9,धार,0,1
13741,cwig9,धारा,0,1
13742,cwig9,नाना,2,2
13743,cwig9,नामदार,1,1
13744,cwig9,नामवर,1,1
13745,cwig9,नामी,0,2
13746,cwig9,निपजी,1,2
13747,cwig9,निमिष,0,1
13748,cwig9,निमेख,0,1
13749,cwig9,निमेष,0,1
13750,cwig9,निरादर,1,3
13751,cwig9,निर्झर,0,1
13752,cwig9,निर्मोक,2,0
13753,cwig9,निशान,0,1
13754,cwig9,निश्चेष्ट,0,2
13755,cwig9,निष्क्रिय,0,2
13756,cwig9,नीझर,1,0
13757,cwig9,नुनाई,1,1
13758,cwig9,नुसखा,1,0
13759,cwig9,नुसख़ा,1,0
13760,cwig9,नुस्खा,1,0
13761,cwig9,नुस्ख़ा,0,1
13762,cwig9,पंकजासन,1,0
13763,cwig9,पग,1,1
13764,cwig9,पता,0,2
13765,cwig9,पद,0,2
13766,cwig9,पद्धति,0,1
13767,cwig9,परमेष्ठ,1,0
13768,cwig9,पराजित,0,1
13769,cwig9,पराभव,1,3
13770,cwig9,परास्त,0,1
13771,cwig9,परिभाव,1,3
13772,cwig9,परिभ्रमण,1,2
13773,cwig9,परिष्यंद,1,0
13774,cwig9,परिस्थिति,0,1
13775,cwig9,परीभाव,0,4
13776,cwig9,पर्यटन,0,3
13777,cwig9,पर्वरीण,3,1
13778,cwig9,पल,0,1
13779,cwig9,पस्त,1,0
13780,cwig9,पाद,0,2
13781,cwig9,पाँव,0,2
13782,cwig9,पिकप्रिय,2,0
13783,cwig9,पिकानंद,1,1
13784,cwig9,पिकानन्द,2,0
13785,cwig9,पिंड,0,1
13786,cwig9,पिण्ड,0,1
13787,cwig9,पितामह,1,0
13788,cwig9,पुखर,0,4
13789,cwig9,पुद्गल,1,0
13790,cwig9,पुर,0,1
13791,cwig9,पुष्कर,0,4
13792,cwig9,पुष्पसमय,1,1
13793,cwig9,पूर्वकाल,0,3
13794,cwig9,पृथक,3,1
13795,cwig9,पृथक्,3,1
13796,cwig9,पैदाइश,0,4
13797,cwig9,पैदायश,0,4
13798,cwig9,पैदावार,1,2
13799,cwig9,पैर,0,2
13800,cwig9,पोखर,0,4
13801,cwig9,पोखरा,0,4
13802,cwig9,पौ,1,1
13803,cwig9,प्रख्यात,1,1
13804,cwig9,प्रजापति,0,1
13805,cwig9,प्रतीक,0,1
13806,cwig9,प्रपात,0,1
13807,cwig9,प्रफुल्लता,0,2
13808,cwig9,प्रयोग,0,3
13809,cwig9,प्रवर,1,0
13810,cwig9,प्रवाह,0,1
13811,cwig9,प्रसिति,1,0
13812,cwig9,प्रसिद्ध,1,1
13813,cwig9,प्रसूति,1,3
13814,cwig9,प्रस्थान,0,1
13815,cwig9,प्रस्मृति,1,3
13816,cwig9,प्रागल्भ्य,3,1
13817,cwig9,प्रादुर्भाव,1,3
13818,cwig9,प्रोडक्ट,0,3
13819,cwig9,फजीअत,1,3
13820,cwig9,फ़ज़ीअत,2,2
13821,cwig9,फजीहत,0,4
13822,cwig9,फ़ज़ीहत,2,2
13823,cwig9,फंडा,0,1
13824,cwig9,फण्डा,0,1
13825,cwig9,फसल,0,3
13826,cwig9,फ़सल,0,3
13827,cwig9,फिजा,1,1
13828,cwig9,फिज़ा,0,2
13829,cwig9,फिर,0,3
13830,cwig9,बदन,0,1
13831,cwig9,बमकना,1,0
13832,cwig9,बलांगक,2,0
13833,cwig9,बसंत,0,2
13834,cwig9,बहार,0,2
13835,cwig9,बहारें,0,2
13836,cwig9,बहाव,0,1
13837,cwig9,बालकपन,0,4
13838,cwig9,बालपन,0,4
13839,cwig9,बालावस्था,0,4
13840,cwig9,बाल्यकाल,0,4
13841,cwig9,बाल्यावस्था,0,4
13842,cwig9,बिगड़ना,0,1
13843,cwig9,बेइज्जती,0,4
13844,cwig9,बेकदरी,1,3
13845,cwig9,बेक़दरी,1,3
13846,cwig9,बेकद्री,0,4
13847,cwig9,बेक़द्री,1,3
13848,cwig9,बेमेल,3,1
13849,cwig9,बेर,0,3
13850,cwig9,बेला,0,3
13851,cwig9,बॉडी,0,1
13852,cwig9,बौद्धिक,1,1
13853,cwig9,ब्रह्मदेव,1,0
13854,cwig9,ब्रह्मा,0,1
13855,cwig9,भंग,1,1
13856,cwig9,भंगी,1,1
13857,cwig9,भङ्ग,1,1
13858,cwig9,भटकना,0,1
13859,cwig9,भटकी,1,0
13860,cwig9,भड़क,0,1
13861,cwig9,भड़कना,0,1
13862,cwig9,भद्द,2,2
13863,cwig9,भरमना,1,0
13864,cwig9,भिन्न,0,4
13865,cwig9,भुलाना,0,1
13866,cwig9,भूतकाल,0,3
13867,cwig9,भूमंडलीय,1,1
13868,cwig9,भोगविलास,0,3
13869,cwig9,मंजुप्राण,1,0
13870,cwig9,मंजुलता,1,1
13871,cwig9,मद,2,2
13872,cwig9,मनोहरता,0,2
13873,cwig9,मनोहरताई,1,1
13874,cwig9,मयूख,0,1
13875,cwig9,मरिचिका,0,1
13876,cwig9,मरीचि,1,0
13877,cwig9,मर्त्य,0,2
13878,cwig9,मशहूर,0,2
13879,cwig9,मसविदा,1,0
13880,cwig9,मस्ती,0,4
13881,cwig9,माधव,0,3
13882,cwig9,मान,0,4
13883,cwig9,मानभंग,1,3
13884,cwig9,मानसिक,0,2
13885,cwig9,मार्ग,0,1
13886,cwig9,माहौल,0,1
13887,cwig9,मिनट,0,1
13888,cwig9,मिनिट,0,1
13889,cwig9,मुखतलिफ,3,1
13890,cwig9,मुखतलिफ़,3,1
13891,cwig9,मुख्तलिफ,2,2
13892,cwig9,मुख़्तलिफ़,3,1
13893,cwig9,मुटियार,1,0
13894,cwig9,मुद्रा,0,1
13895,cwig9,मूल,0,2
13896,cwig9,मृगयू,1,0
13897,cwig9,मेहतर,1,1
13898,cwig9,मोहकता,0,2
13899,cwig9,मौज,0,3
13900,cwig9,मौजमस्ती,0,3
13901,cwig9,यात्रा,0,1
13902,cwig9,युक्ति,1,1
13903,cwig9,युवा,0,1
13904,cwig9,युवाओं,0,1
13905,cwig9,योग,0,1
13906,cwig9,योनि,0,1
13907,cwig9,रंगरली,1,2
13908,cwig9,रंगरेली,1,2
13909,cwig9,रणथंभोर,0,1
13910,cwig9,रणथम्भोर,0,1
13911,cwig9,रणथम्भौर,0,1
13912,cwig9,रती,0,3
13913,cwig9,रमणीयता,2,0
13914,cwig9,रवानगी,0,1
13915,cwig9,रविश,1,0
13916,cwig9,रश्मि,0,1
13917,cwig9,रस्म,0,2
13918,cwig9,रास्ता,0,1
13919,cwig9,राह,1,0
13920,cwig9,रिज़ॉर्ट,0,1
13921,cwig9,रीज़ॉर्ट,0,1
13922,cwig9,रीत,0,1
13923,cwig9,रीति,0,2
13924,cwig9,रीसॉर्ट,0,1
13925,cwig9,रुखसत,0,1
13926,cwig9,रुख़सत,0,1
13927,cwig9,रुख्सत,1,0
13928,cwig9,रुख़्सत,1,0
13929,cwig9,रूप,0,2
13930,cwig9,रोगनिदान,0,2
13931,cwig9,रोगनिर्णय,0,2
13932,cwig9,रोगभू,0,1
13933,cwig9,रोचि,1,1
13934,cwig9,रौनक,0,3
13935,cwig9,रौनक़,0,3
13936,cwig9,लड़कपन,0,4
13937,cwig9,लहर,0,3
13938,cwig9,लालित्य,1,1
13939,cwig9,लावण्य,0,2
13940,cwig9,लेट,0,3
13941,cwig9,वचस्य,1,1
13942,cwig9,वतीरा,1,0
13943,cwig9,वपु,0,1
13944,cwig9,वयोधा,0,1
13945,cwig9,वर्ष्म,1,0
13946,cwig9,वर्ष्मा,1,0
13947,cwig9,वलवला,1,2
13948,cwig9,वसंत,0,2
13949,cwig9,वसन्त,0,2
13950,cwig9,वसुनीत,1,0
13951,cwig9,वातावरण,0,1
13952,cwig9,वापस,0,3
13953,cwig9,वायुमंडल,1,0
13954,cwig9,वायुमण्डल,1,0
13955,cwig9,विकास,0,2
13956,cwig9,विख्यात,1,1
13957,cwig9,विधा,1,0
13958,cwig9,विधाता,0,1
13959,cwig9,विधान,0,1
13960,cwig9,विधि,0,1
13961,cwig9,विधु,1,1
13962,cwig9,विभा,0,1
13963,cwig9,विभिन्न,1,3
13964,cwig9,विभिन्नता,2,1
13965,cwig9,विमानना,1,3
13966,cwig9,विरिंचन,1,0
13967,cwig9,विलंब,0,3
13968,cwig9,विविध,1,3
13969,cwig9,विविधता,1,2
13970,cwig9,विश्वग,1,0
13971,cwig9,विषम,1,3
13972,cwig9,विसम,2,2
13973,cwig9,विसर्जन,0,1
13974,cwig9,विस्मरण,2,2
13975,cwig9,विस्मृति,2,2
13976,cwig9,वेदगर्भ,0,1
13977,cwig9,वेदी,0,1
13978,cwig9,वेदीश,0,1
13979,cwig9,वेदेश्वर,1,0
13980,cwig9,वेध,0,1
13981,cwig9,वेधा,0,1
13982,cwig9,वेर,0,1
13983,cwig9,वैभिन्य,2,1
13984,cwig9,व्यतीपात,1,3
13985,cwig9,व्याज,1,2
13986,cwig9,व्युष्टि,1,2
13987,cwig9,शतधृति,1,0
13988,cwig9,शतपत्रयोनि,0,1
13989,cwig9,शतानंद,1,1
13990,cwig9,शतानन्द,1,1
13991,cwig9,शंभु,1,0
13992,cwig9,शम्भु,1,0
13993,cwig9,शरीर,0,1
13994,cwig9,शल्ल,0,2
13995,cwig9,शल्लक,1,1
13996,cwig9,शस्य,1,2
13997,cwig9,शान,1,3
13998,cwig9,शिपि,1,0
13999,cwig9,शिशिरांत,1,1
14000,cwig9,शिशिरान्त,1,1
14001,cwig9,शृंखला,1,0
14002,cwig9,शेखी,2,2
14003,cwig9,शेख़ी,3,1
14004,cwig9,शैली,1,0
14005,cwig9,शोभा,0,2
14006,cwig9,श्रुतिमाल,1,0
14007,cwig9,संकेत,0,1
14008,cwig9,सङ्केत,1,0
14009,cwig9,संतति,0,2
14010,cwig9,सन्तति,0,2
14011,cwig9,सफर,0,1
14012,cwig9,सफ़र,0,1
14013,cwig9,सबील,1,0
14014,cwig9,संभोग,0,3
14015,cwig9,सम्भोग,1,2
14016,cwig9,सर,0,4
14017,cwig9,सरस,1,3
14018,cwig9,सरोवर,0,4
14019,cwig9,सलिलयोनि,1,0
14020,cwig9,सलोनापन,2,0
14021,cwig9,साधन,0,1
14022,cwig9,साधना,0,2
14023,cwig9,साधनाएं,0,2
14024,cwig9,सान,1,0
14025,cwig9,सारंग,1,1
14026,cwig9,सिगनल,0,1
14027,cwig9,सिग्नल,0,1
14028,cwig9,सिन,1,0
14029,cwig9,सिलसिला,0,2
14030,cwig9,सुंदरता,0,2
14031,cwig9,सुप्त,0,2
14032,cwig9,सुरम्यता,1,1
14033,cwig9,सुराग,0,1
14034,cwig9,सुसुप्त,0,2
14035,cwig9,सुहावनापन,1,1
14036,cwig9,सूत्र,0,1
14037,cwig9,सेकंड,0,1
14038,cwig9,सेकन्ड,0,1
14039,cwig9,सेकेंड,0,1
14040,cwig9,सेकेन्ड,0,1
14041,cwig9,सैर,0,3
14042,cwig9,सैरगाह,1,0
14043,cwig9,सैरसपाटा,1,2
14044,cwig9,सोता,1,0
14045,cwig9,सोर,1,0
14046,cwig9,सौंदर्य,0,2
14047,cwig9,सौंदर्यता,0,2
14048,cwig9,सौन्दर्य,0,2
14049,cwig9,सौन्दर्यता,0,2
14050,cwig9,सौष्ठव,2,0
14051,cwig9,स्कंध,0,1
14052,cwig9,स्कन्ध,0,1
14053,cwig9,स्किन,0,2
14054,cwig9,स्थविर,1,0
14055,cwig9,स्रोत,0,1
14056,cwig9,स्रोतों,0,1
14057,cwig9,हकारत,2,2
14058,cwig9,हक़ारत,2,2
14059,cwig9,हंसवाहन,1,0
14060,cwig9,हंसारूढ़,1,0
14061,cwig9,हाल,0,1
14062,cwig9,हालत,0,1
14063,cwig9,हिकारत,2,2
14064,cwig9,हिक़ारत,2,2
14065,cwig9,हिरण्यगर्भ,2,0
14066,cwig9,हिलकोर,0,3
14067,cwig9,हिलकोरा,0,3
14068,cwig9,हिलोर,2,1
14069,cwig9,हिलोरा,1,2
14070,cwig9,हिल्लोल,1,2
14071,cwig9,हुस्न,0,4
14072,cwig9,हेठी,2,2
14073,cwig9,हेमांग,1,0
14074,cwig9,ह्रद,0,1
14075,cwig9,अजिर,0,1
14076,cwig9,अमधुर,1,0
14077,cwig9,अरगट,4,0
14078,cwig9,असक्रिय,0,2
14079,cwig9,आवर्जित,0,1
14080,cwig9,उपज,0,3
14081,cwig9,ऊर्जा,0,2
14082,cwig9,औपचारिक,2,2
14083,cwig9,कूज,1,1
14084,cwig9,चाम,0,2
14085,cwig9,जगद्योनि,2,0
14086,cwig9,टाफ़ी,0,1
14087,cwig9,टूरिजम,0,3
14088,cwig9,ट्रॉय,0,1
14089,cwig9,दिमागी,0,2
14090,cwig9,देहातों,1,2
14091,cwig9,धुन,0,3
14092,cwig9,नामीगिरामी,1,1
14093,cwig9,निदान,0,2
14094,cwig9,परिवेश,0,1
14095,cwig9,पुनः,0,3
14096,cwig9,पुष्करिणी,3,1
14097,cwig9,बचपन,0,4
14098,cwig9,भक्षण,0,1
14099,cwig9,भव,0,5
14100,cwig9,भूल,0,4
14101,cwig9,मगरूरी,2,2
14102,cwig9,मानध्वंस,2,2
14103,cwig9,मेहत्तर,1,1
14104,cwig9,युवक,0,1
14105,cwig9,रणथंभौर,0,1
14106,cwig9,लम्हा,0,1
14107,cwig9,लिबरलाइजेशन,2,2
14108,cwig9,विलम्ब,1,2
14109,cwig9,वैविध्य,1,2
14110,cwig9,वैश्विक,0,2
14111,cwig9,समर्पित,0,1
14112,cwig9,संसाधन,0,1
14113,cwig9,सुन्दरता,0,2
14114,cwig9,सुराग़,0,1
14115,cwig9,अगम,0,3
14116,cwig9,अगम्य,0,3
14117,cwig9,अचतुर,0,3
14118,cwig9,अचेत,1,2
14119,cwig9,अंजल,1,0
14120,cwig9,अंजलि,1,0
14121,cwig9,अंजलिपुट,0,1
14122,cwig9,अँजली,1,0
14123,cwig9,अंजली,1,0
14124,cwig9,अँजुरी,0,1
14125,cwig9,अंजुरी,0,1
14126,cwig9,अंजुल,0,1
14127,cwig9,अंजुली,0,1
14128,cwig9,अज्ञान,0,3
14129,cwig9,अज्ञानी,1,2
14130,cwig9,अज्ञेय,0,3
14131,cwig9,अञ्जलि,0,1
14132,cwig9,अंतर्गत,1,1
14133,cwig9,अंतर्भावित,1,1
14134,cwig9,अंतर्भूत,1,1
14135,cwig9,अंतर्मना,1,0
14136,cwig9,अतुष्ट,0,1
14137,cwig9,अतृप्त,0,1
14138,cwig9,अथाई,2,1
14139,cwig9,अंध,0,3
14140,cwig9,अधिकर्म,0,3
14141,cwig9,अनकना,0,1
14142,cwig9,अनच्छ,1,0
14143,cwig9,अनंतर,0,2
14144,cwig9,अनन्तर,0,2
14145,cwig9,अनमन,0,1
14146,cwig9,अनमना,0,1
14147,cwig9,अनवधि,1,1
14148,cwig9,अनवरत,1,1
14149,cwig9,अनसमझ,2,1
14150,cwig9,अनार,1,1
14151,cwig9,अनिर्मल,0,1
14152,cwig9,अनिश,0,2
14153,cwig9,अनुकरण,0,1
14154,cwig9,अनुकार,0,1
14155,cwig9,अनुकूल,0,2
14156,cwig9,अनुकृति,0,1
14157,cwig9,अनुक्रिया,0,1
14158,cwig9,अनुक्षण,1,1
14159,cwig9,अनुगत,0,2
14160,cwig9,अनुगति,0,1
14161,cwig9,अनुगम,0,1
14162,cwig9,अनुरक्षण,0,3
14163,cwig9,अनुरूप,0,2
14164,cwig9,अनुलिपि,0,1
14165,cwig9,अनुवर्तन,0,1
14166,cwig9,अनुसंधान,0,1
14167,cwig9,अनुसन्धान,1,0
14168,cwig9,अनुसर,0,2
14169,cwig9,अनुसरण,0,1
14170,cwig9,अनुसार,0,2
14171,cwig9,अनुसृति,0,1
14172,cwig9,अनुहरण,0,1
14173,cwig9,अनूजरा,1,0
14174,cwig9,अन्तर्भावित,1,1
14175,cwig9,अन्तर्भूत,1,1
14176,cwig9,अन्तर्मना,1,0
14177,cwig9,अन्ध,0,3
14178,cwig9,अन्यमन,1,0
14179,cwig9,अन्यमनस्क,1,0
14180,cwig9,अन्वीक्षण,1,0
14181,cwig9,अन्वेषण,1,0
14182,cwig9,अन्वेषणा,1,0
14183,cwig9,अपंडित,0,3
14184,cwig9,अपरिष्कृत,1,0
14185,cwig9,अपवित्र,0,1
14186,cwig9,अपावन,0,1
14187,cwig9,अपुण्य,0,1
14188,cwig9,अपुनीत,0,1
14189,cwig9,अप्रसन्न,0,1
14190,cwig9,अफसाना,0,1
14191,cwig9,अफ़साना,0,1
14192,cwig9,अबादानी,0,1
14193,cwig9,अबुझ,1,2
14194,cwig9,अबुध,2,1
14195,cwig9,अबूझ,3,0
14196,cwig9,अबोध,3,0
14197,cwig9,अभितप्त,0,1
14198,cwig9,अभियोग,0,2
14199,cwig9,अभिवृद्धि,0,1
14200,cwig9,अभ्युदय,0,2
14201,cwig9,अमनस्क,1,0
14202,cwig9,अमार्जित,0,1
14203,cwig9,अमृष्ट,1,0
14204,cwig9,अमेध्य,0,1
14205,cwig9,अमेध्ययुक्त,1,0
14206,cwig9,अमेय,0,3
14207,cwig9,अमेव,1,2
14208,cwig9,अम्लकेशर,1,1
14209,cwig9,अयाना,2,1
14210,cwig9,अयुक्त,0,1
14211,cwig9,अरभक,2,1
14212,cwig9,अरसनपरसन,0,3
14213,cwig9,अरसपरस,0,3
14214,cwig9,अर्भ,0,1
14215,cwig9,अर्भक,1,2
14216,cwig9,अलेख,0,3
14217,cwig9,अलेखा,1,2
14218,cwig9,अल्पबुद्धि,0,3
14219,cwig9,अवगारना,1,0
14220,cwig9,अविचक्षण,2,1
14221,cwig9,अविच्छिन्न,0,2
14222,cwig9,अविच्छेद,0,2
14223,cwig9,अविद,2,1
14224,cwig9,अविद्य,2,1
14225,cwig9,अविद्वान,0,3
14226,cwig9,अविबुध,2,1
14227,cwig9,अविमल,0,1
14228,cwig9,अविरत,0,2
14229,cwig9,अविरामतः,1,1
14230,cwig9,अविरुद्ध,1,1
14231,cwig9,अविरोधी,0,2
14232,cwig9,अविशुद्ध,0,1
14233,cwig9,अविश्रांत,1,1
14234,cwig9,अविश्रान्त,0,2
14235,cwig9,अवेक्षा,0,3
14236,cwig9,अवेद्य,1,2
14237,cwig9,अशुचि,0,1
14238,cwig9,अशुद्ध,0,1
14239,cwig9,असंतुष्\u200dट,1,0
14240,cwig9,असंतुष्ट,0,1
14241,cwig9,असंतोषी,0,1
14242,cwig9,असन्तुष्ट,0,1
14243,cwig9,असन्तोषी,0,1
14244,cwig9,असरार,1,1
14245,cwig9,असुचि,0,1
14246,cwig9,अस्थैर्य,1,2
14247,cwig9,अस्वच्छ,0,1
14248,cwig9,अहमक,1,2
14249,cwig9,अहमक़,2,1
14250,cwig9,अहरह,0,2
14251,cwig9,अहर्निश,1,1
14252,cwig9,अहर्षित,1,0
14253,cwig9,अहोरात्र,2,0
14254,cwig9,आख्यान,1,0
14255,cwig9,आख्यानक,1,0
14256,cwig9,आदर्श,0,1
14257,cwig9,आंदोलित,0,2
14258,cwig9,आधान,0,1
14259,cwig9,आधार,1,1
14260,cwig9,आन्दोलित,0,2
14261,cwig9,आप्यान,0,1
14262,cwig9,आफजाई,0,1
14263,cwig9,आफ़जाई,1,0
14264,cwig9,आबादानी,1,0
14265,cwig9,आभार,0,3
14266,cwig9,आवर्धन,0,1
14267,cwig9,आवागमन,0,2
14268,cwig9,आवागवन,0,2
14269,cwig9,आवागौन,1,1
14270,cwig9,आवादानी,1,0
14271,cwig9,आविल,1,0
14272,cwig9,आसंग,2,0
14273,cwig9,आसङ्ग,0,2
14274,cwig9,आस्पद,0,1
14275,cwig9,इकतार,1,1
14276,cwig9,इजाफा,0,1
14277,cwig9,इज़ाफ़ा,0,1
14278,cwig9,इल्म,1,1
14279,cwig9,उकेला,0,1
14280,cwig9,उगना,0,1
14281,cwig9,उचाट,0,1
14282,cwig9,उच्छिष्ट,1,0
14283,cwig9,उछिष्ट,0,1
14284,cwig9,उजड्ड,1,2
14285,cwig9,उजबक,2,1
14286,cwig9,उज़बक,3,0
14287,cwig9,उत्तरदायित्व,1,2
14288,cwig9,उन्नयन,1,0
14289,cwig9,ओसारा,1,2
14290,cwig9,कटिबंध,0,1
14291,cwig9,कटिबन्ध,1,0
14292,cwig9,कंटेनर,0,1
14293,cwig9,कथा,0,1
14294,cwig9,कथानक,1,0
14295,cwig9,कन्टेनर,0,1
14296,cwig9,करपात्र,0,1
14297,cwig9,कलुष,1,0
14298,cwig9,कहानी,0,1
14299,cwig9,कांड,0,2
14300,cwig9,काण्ड,0,2
14301,cwig9,कापी,0,1
14302,cwig9,कारखाना,0,3
14303,cwig9,कारख़ाना,0,3
14304,cwig9,काला,0,1
14305,cwig9,कालोनी,0,1
14306,cwig9,किस्सा,0,1
14307,cwig9,कुचीला,1,0
14308,cwig9,कुचेल,1,0
14309,cwig9,कुचैला,1,0
14310,cwig9,कृत,0,1
14311,cwig9,केशराम्ल,1,1
14312,cwig9,केस,0,2
14313,cwig9,कॉपी,0,1
14314,cwig9,कॉलोनी,0,1
14315,cwig9,कोश,0,1
14316,cwig9,कोष,0,1
14317,cwig9,ख़राब,0,1
14318,cwig9,खिन्न,0,1
14319,cwig9,खिलना,0,1
14320,cwig9,खुलना,0,1
14321,cwig9,खोज,0,1
14322,cwig9,खोजबीन,1,0
14323,cwig9,गंदला,0,1
14324,cwig9,गंदा,0,1
14325,cwig9,गन्दा,0,1
14326,cwig9,गबरगंड,3,0
14327,cwig9,गमगीन,0,1
14328,cwig9,ग़मगीन,0,1
14329,cwig9,गरीब,0,3
14330,cwig9,ग़रीब,0,3
14331,cwig9,गर्हित,1,0
14332,cwig9,गलीज,1,0
14333,cwig9,ग़लीज़,0,1
14334,cwig9,गँवार,0,3
14335,cwig9,गंवार,0,3
14336,cwig9,गवेषणा,1,0
14337,cwig9,गारंटी,0,3
14338,cwig9,गावदी,3,0
14339,cwig9,गिरोह,0,1
14340,cwig9,ग्रोथ,0,1
14341,cwig9,घनचक्कर,0,3
14342,cwig9,घामड़,2,1
14343,cwig9,घुलना,1,0
14344,cwig9,घोंघा,3,0
14345,cwig9,चंचलता,0,3
14346,cwig9,चंचलत्व,0,3
14347,cwig9,चंचलपन,0,3
14348,cwig9,चंडूल,3,0
14349,cwig9,चढ़ाव,0,1
14350,cwig9,चभोक,2,1
14351,cwig9,चित्रशालाओं,0,3
14352,cwig9,चित्रसारी,0,3
14353,cwig9,चुगद,1,2
14354,cwig9,चुग़द,3,0
14355,cwig9,चूतिया,0,3
14356,cwig9,चौपाल,3,0
14357,cwig9,चौपालें,3,0
14358,cwig9,जँचता,0,1
14359,cwig9,जँचना,0,1
14360,cwig9,जड़मति,2,1
14361,cwig9,जत्था,0,1
14362,cwig9,जनसंख्या,0,1
14363,cwig9,जमना,0,1
14364,cwig9,जमात,0,1
14365,cwig9,जवाबदारी,0,3
14366,cwig9,जवाबदेही,0,3
14367,cwig9,जाहिल,0,3
14368,cwig9,जिम्मा,0,3
14369,cwig9,ज़िम्मा,0,3
14370,cwig9,जिम्मादारी,1,2
14371,cwig9,ज़िम्मादारी,0,3
14372,cwig9,जिम्मावारी,1,2
14373,cwig9,ज़िम्मावारी,1,2
14374,cwig9,जिम्मेदारी,0,3
14375,cwig9,जिम्मेवारी,2,1
14376,cwig9,ज़िम्मेवारी,0,3
14377,cwig9,जुस्तजू,1,0
14378,cwig9,जूथ,0,1
14379,cwig9,ज्ञानातीत,1,2
14380,cwig9,टीम,0,1
14381,cwig9,टोली,0,1
14382,cwig9,ठीका,1,2
14383,cwig9,ठेका,0,3
14384,cwig9,डब्बा,1,0
14385,cwig9,डिब्बा,1,0
14386,cwig9,डिवाइस,1,0
14387,cwig9,डोलायमान,0,2
14388,cwig9,तबक,0,1
14389,cwig9,तबक़,0,1
14390,cwig9,तर्कशास्त्री,1,0
14391,cwig9,तल,0,1
14392,cwig9,तलब,0,1
14393,cwig9,तलाश,0,1
14394,cwig9,तह,0,1
14395,cwig9,तहत,1,1
14396,cwig9,तानाशाह,1,1
14397,cwig9,ताबड़तोड़,0,2
14398,cwig9,तार्किक,1,0
14399,cwig9,तार्किकता,1,0
14400,cwig9,तेजी,0,1
14401,cwig9,तेज़ी,0,1
14402,cwig9,थर,0,1
14403,cwig9,दधि,0,1
14404,cwig9,दनादन,0,2
14405,cwig9,दरमा,1,1
14406,cwig9,दरार,0,1
14407,cwig9,दरिद्र,0,3
14408,cwig9,दल,0,1
14409,cwig9,दही,0,1
14410,cwig9,दाड़िम,0,2
14411,cwig9,दायित्व,1,2
14412,cwig9,दालान,3,0
14413,cwig9,दास्तान,0,1
14414,cwig9,दिनरात,0,2
14415,cwig9,दिलगीर,0,1
14416,cwig9,दीन,0,3
14417,cwig9,दूषित,0,1
14418,cwig9,देखभाल,0,3
14419,cwig9,देखाभाली,1,2
14420,cwig9,दोना,0,1
14421,cwig9,दोषपूर्ण,0,1
14422,cwig9,दोषयुक्त,0,1
14423,cwig9,दोषिक,0,1
14424,cwig9,दोषित,0,1
14425,cwig9,दौना,0,1
14426,cwig9,द्रोण,0,1
